model,row_index,explained_label,explained_label_id,feature,weight
roberta,17576,unsafe,1,not,-0.10165408762094179
roberta,17576,unsafe,1,I,-0.0602263133937689
roberta,17576,unsafe,1,discussing,-0.04548500996088306
roberta,17576,unsafe,1,m,-0.039660811504590616
roberta,17576,unsafe,1,a,-0.02699210355011039
roberta,33144,unsafe,1,not,-0.042857222564169614
roberta,33144,unsafe,1,don,-0.03831188390927266
roberta,33144,unsafe,1,I,-0.02919595457112837
roberta,33144,unsafe,1,women,-0.025784113396584343
roberta,33144,unsafe,1,cops,-0.022680033284296453
roberta,25250,unsafe,1,on,0.03292770747688718
roberta,25250,unsafe,1,But,0.029176747099887063
roberta,25250,unsafe,1,you,-0.027040574847925034
roberta,25250,unsafe,1,vote,0.02669166383315115
roberta,25250,unsafe,1,hope,0.02343794818312613
roberta,32313,unsafe,1,won,-0.0767209767538897
roberta,32313,unsafe,1,judge,-0.04922558702510512
roberta,32313,unsafe,1,I,-0.04791780539360482
roberta,32313,unsafe,1,t,-0.04143804463592479
roberta,32313,unsafe,1,that,-0.0407665092449462
roberta,15408,unsafe,1,never,-0.04318785620148259
roberta,15408,unsafe,1,falling,0.035162710729903734
roberta,15408,unsafe,1,earth,0.029019883578810482
roberta,15408,unsafe,1,LAMDA,0.027866846269349703
roberta,15408,unsafe,1,ice,0.02646009613410604
