model,task_idx,task_name,row_index,token,shap_value,abs_shap_value
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,0,[''],0.0014057094231247902,0.0014057094231247902
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,1,[''],-0.000547988101078028,0.000547988101078028
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,2,[''],-0.003141719149425626,0.003141719149425626
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,3,[''],-0.0011596307158470154,0.0011596307158470154
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
multi_task_transformer,0,Q_overall,4,[''],0.0004896859172731638,0.0004896859172731638
